,artist_name,track_name,track_id,popularity,genre,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,beat_duration,tatum_duration
0,PEDRO SAMPAIO,DANÇARINA,5AT1GKRcXAzgjbF86kc4O5,1,Ostentacao,2022,0.778,0.571,9,-4.776,0,0.0788,0.0423,0.0,0.0964,0.554,134.999,110222,4,1.773954827586207,0.22169987288135592
1,Mc Pedrinho,DANÇARINA,0ISAN8BdKHRdPrW2mdlKNz,0,Ostentacao,2022,0.778,0.571,9,-4.776,0,0.0788,0.0423,0.0,0.0964,0.554,134.999,110222,4,1.773954827586207,0.22169987288135592
2,MC Kevinho,Olha A Explosão,6Q4foUefrAyCt8VxJFML56,67,Ostentacao,2016,0.778,0.635,6,-2.892,1,0.112,0.107,0.0,0.0608,0.379,90.008,162053,4,2.6938844827586204,0.3351783122362869
3,Mc Kadu,Vê Se Me Acha,52iyuDZKt7PoR9TdutXr7c,18,Ostentacao,2022,0.917,0.668,1,-2.889,0,0.138,0.71,0.0,0.0689,0.775,113.347,276706,5,2.09227609375,0.26483517647058824
4,DJ Matt D,Pandora,0yL7K9MzC20uBesZTPY81r,81,Ostentacao,2021,0.688,0.458,1,-9.138,0,0.588,0.14,0.0,0.407,0.559,124.553,177000,4,1.9253082222222224,0.2429004432132964
5,Vulgo FK,"Oi, Como Ce Tá?",5Z4TYur0O9OxmxIo6GC2Gq,81,Ostentacao,2022,0.704,0.724,11,-5.577,0,0.0514,0.0988,0.0,0.0796,0.733,156.101,156154,4,1.5392331313131313,0.19238596009975062
6,MC Teteu,Black Lança (Catucando Gostosinho),3qmdfYpfvKRIXmWaLllHZ3,79,Ostentacao,2021,0.939,0.582,6,-3.545,1,0.138,0.11,0.0,0.295,0.418,130.004,153231,4,1.846163170731707,0.23150042424242423
7,MC L da Vinte,Parado no Bailão,3Hb9kUdm4yf839Fle4RIdT,67,Ostentacao,2018,0.828,0.599,11,-1.624,1,0.149,0.381,0.0,0.0775,0.478,86.533,171692,5,2.79327,0.3474888174273859
8,Mc Davi,Set dos Casados,2xebCnKCjYWBhJ4Ai8hO5E,77,Ostentacao,2021,0.581,0.384,4,-7.618,0,0.295,0.325,0.0,0.0953,0.149,199.884,643200,4,1.524606530120482,0.19139573067632848
9,Mc Don Juan,Não Vou Te Bloquear - Ao vivo,5yRgMxdDhdYlbUQNCOlW3o,78,Ostentacao,2021,0.74,0.747,9,-4.345,1,0.0936,0.0782,0.0,0.948,0.781,159.958,168312,4,1.4953914545454545,0.1878544243792325
10,MC Kevinho,Olha A Explosão - Remix,5RBW30fFFVav2n0IqFj0fY,51,Ostentacao,2018,0.759,0.644,6,-4.858,1,0.116,0.326,0.0,0.0469,0.813,89.983,210773,4,2.656523205128205,0.3352298709677419
11,Mc Davi,Bipolar,0qxLQ6opocOGyFnlXqJ53x,68,Ostentacao,2021,0.601,0.36,9,-7.791,0,0.0877,0.586,0.0,0.0882,0.335,124.993,276480,4,2.2479061666666666,0.28274397916666666
12,Mc Bruninho da Praia,Ela Quer Voltar,4curk67fCkjVXIJA3nmcb9,13,Ostentacao,2022,0.738,0.622,9,-7.66,0,0.349,0.233,0.0,0.0958,0.732,99.994,310634,4,2.355995648854962,0.3009303495145631
13,Dj Tk,É Só Blusão da Ecko e Boné da Lacoste Vs Putaria (feat. Mc Denny),2IsusePMD32LQKNU7vZiAH,73,Ostentacao,2021,0.599,0.776,6,-3.229,1,0.432,0.0473,1.06e-05,0.119,0.502,162.745,133680,5,1.5580310000000002,0.19613862499999998
14,MC Kevinho,O Grave Bater,6cEJheMNRySY0kBB31jtdk,61,Ostentacao,2017,0.913,0.742,11,-2.35,0,0.0562,0.461,5.19e-05,0.0553,0.805,95.017,181904,4,2.5260752941176476,0.31583295620437957
15,MC Kevinho,Olha a Explosão,52SZqPgS9L8uUNZeGSsU7o,49,Ostentacao,2016,0.754,0.637,6,-2.945,1,0.117,0.12,0.0,0.0596,0.375,90.015,162074,4,2.693931551724138,0.3365854661016949
16,MC Lan,"Malokera (feat. Ludmilla, Ty Dolla $ign)",5JlaPIRxVrZ6ZjJ8IZzSEk,46,Ostentacao,2019,0.936,0.829,5,-4.124,1,0.291,0.151,0.0,0.162,0.621,131.012,194198,4,1.8185419047619045,0.2290273269689737
17,MC L da Vinte,"Set do Dj 2W, Vol. 2",5i9QsbNUyVGw8n0K1Oakde,69,Ostentacao,2021,0.775,0.63,2,-1.268,0,0.121,0.457,0.0,0.106,0.628,86.307,360000,5,2.805330472440945,0.34813655038759694
18,Mc João,Baile de Favela,6MDu0AZX00nSST9qyXFsOB,53,Ostentacao,2016,0.793,0.653,4,-5.68,0,0.24,0.226,0.0,0.512,0.665,129.926,170400,4,1.8253026373626373,0.23155530555555556
19,Nego do Borel,Você Partiu Meu Coração (feat. Anitta & Wesley Safadão),0u8aj0c4IxeVSLTUuuq9V5,55,Ostentacao,2017,0.854,0.682,9,-5.818,0,0.069,0.374,0.0,0.0697,0.887,98.023,179000,4,2.444824027777778,0.30560169550173016
20,MC Menor da VG,Canto da Sereia,5onALPPboSh4z6cO24tOvW,71,Ostentacao,2020,0.7,0.41,1,-5.548,0,0.445,0.492,0.0,0.12,0.774,129.958,151385,4,2.1616542647058825,0.27377435424354246
21,WC no Beat,Na Onda do Gin,3J2dWPo6aN0mwJFcg1aW4e,71,Ostentacao,2021,0.758,0.695,0,-5.453,0,0.101,0.237,0.0,0.0817,0.746,147.081,264057,4,1.62724725,0.2037414930015552
22,Mc Th,"Calma Bb, Tá nos Melhores Amigos",3Ox3DxqqRCEEVCPnENVx3g,69,Ostentacao,2021,0.919,0.482,11,-3.574,0,0.4,0.374,0.000867,0.0711,0.702,134.968,131605,4,1.7713925352112676,0.22224864583333334
23,Delano,Na Ponta Ela Fica,1OtZIaJBXo3Pe6nfaMsjKT,56,Ostentacao,2015,0.843,0.569,7,-10.713,1,0.278,0.288,8.83e-05,0.0643,0.947,95.075,154027,4,2.547277166666667,0.31548016393442624
24,Kawe,Mds,0QglpM23kl9ldvVdoYNZwF,65,Ostentacao,2020,0.886,0.562,6,-5.304,1,0.259,0.259,0.0,0.121,0.65,140.02,125143,4,1.7193238888888889,0.21416708904109588
25,MC L da Vinte,Colocando Nela,5uvEyd73MMFvW2WuEghabn,66,Ostentacao,2021,0.634,0.359,2,-5.57,0,0.0581,0.113,1.59e-05,0.0679,0.456,84.696,140308,5,2.8365760869565215,0.35248502645502644
26,Mc Livinho,Fazer Falta,6vZbWgHWITDgEe6a2aOUqY,59,Ostentacao,2017,0.548,0.467,4,-6.5,1,0.0967,0.0132,3.06e-06,0.226,0.267,84.812,210960,3,1.6600216129032257,0.2774258042895443
27,MC Lan,Rabetão,2evRcqkyzWqaD9DJtP2oaU,53,Ostentacao,2017,0.639,0.331,0,-6.48,1,0.332,0.396,0.0051,0.236,0.655,86.534,170643,5,2.180631688311688,0.2736595498392283
28,Salvador Da Rima,Sigo na Fé do Pai,7zcQ56JRoNd4JAwGKcrxiZ,67,Ostentacao,2022,0.499,0.762,6,-4.163,0,0.453,0.141,0.0,0.0988,0.622,173.262,264828,4,1.4621227932960894,0.18481778873239438
29,MC Hariel,Maçã Verde,7lJoRyuNJtuiqTcKtuMuIR,68,Ostentacao,2020,0.582,0.531,10,-3.725,1,0.0905,0.0428,7.39e-06,0.1,0.169,85.322,164308,5,2.785306724137931,0.3452498734177215
30,Mc Kako,1 Milhão De Levada,3OUJkvvwqNxJww3TCeFDdR,67,Ostentacao,2021,0.852,0.648,11,-1.892,0,0.229,0.399,0.0,0.132,0.607,164.042,210732,4,1.4742647014925372,0.18293946691176471
31,Racionais MC's,"Vida Loka, Pt. 2",4nTrxp4aH0g2yLVPkFmljF,65,Ostentacao,2002,0.655,0.653,1,-7.2,0,0.273,0.133,0.00813,0.203,0.433,82.1,350560,4,2.884117916666667,0.3652354497907949
32,Dj Batata,A Bruna É Foda,2JC6txhVdah800f4Ok2qjq,0,Ostentacao,2022,0.775,0.733,11,-4.971,0,0.106,0.423,2.45e-06,0.102,0.702,149.781,120000,4,1.6170102857142856,0.20001135416666666
33,Dj Batata,A Mais Difícil Do Tik Tok (Citação: Ragatanga),5R7AsKMJnDXJEO96N64Bji,0,Ostentacao,2022,0.94,0.7,4,-5.805,0,0.228,0.0375,0.0189,0.0667,0.729,129.97,148154,4,1.845906923076923,0.23072437699680515
34,Dj Batata,Clima Bom,2vZBxUE09h58PXqadaAtiH,0,Ostentacao,2022,0.786,0.816,11,-2.768,1,0.143,0.319,0.0,0.0512,0.779,150.098,161750,4,1.6162028571428568,0.2000200249376559
35,Mc Kevin,Doutora 3,4DWKtQVURjepn8uzBgmwuv,66,Ostentacao,2021,0.882,0.419,7,-11.967,1,0.11,0.11,0.0,0.215,0.163,109.912,157088,4,2.185801830985915,0.27312306620209054
36,Mc Don Juan,Oh Novinha,2PS6YQ9jMpm0uCg4sQ1ygm,51,Ostentacao,2016,0.752,0.386,11,-3.39,1,0.643,0.0284,0.0,0.579,0.339,86.555,215226,5,2.831652432432433,0.3511195544554455
37,Mc Kevin,Cavalo de Tróia,73BxcpQnUWiipj7enBaS4v,65,Ostentacao,2018,0.897,0.554,1,-5.25,0,0.055,0.25,0.0,0.115,0.449,120.088,162067,4,1.9997215384615386,0.250014872611465
38,MC Joãozinho VT,Vou de Lala,6MQrN9fclpvR4nf0uJrG1x,69,Ostentacao,2021,0.862,0.631,9,-1.066,0,0.177,0.328,0.0,0.0898,0.5,159.974,300000,4,1.4863639896373055,0.18749416666666666
39,MC Kekel,Amor de Verdade,0nl6IxtXJ5IXHx6VorcEUs,59,Ostentacao,2018,0.638,0.724,7,-7.966,1,0.0851,0.138,0.0,0.112,0.461,120.235,197333,5,2.294875647058823,0.29045840707964604
40,Mc Th,Vou Encher de Leite e Vou Mandar Pros Alemão - Eletrofunk,2EO2Ygkb3rjxExkpStXvyK,64,Ostentacao,2021,0.908,0.708,1,-2.412,1,0.082,0.284,1.57e-05,0.0878,0.436,130.041,131077,4,1.850390895522388,0.23130574074074073
41,Racionais MC's,"Vida Loka, Pt. 1",6m8AgjfI28ER6odzMxmHtR,66,Ostentacao,2002,0.569,0.592,4,-8.557,1,0.39,0.544,0.0,0.79,0.752,82.38,303560,4,2.8584505714285715,0.36365192771084337
42,MC G15,Deu Onda,0HiOQzcBkMLj2t5m3ghcbm,55,Ostentacao,2016,0.938,0.62,8,-1.885,1,0.0606,0.511,0.0,0.0466,0.845,129.984,143800,4,1.8112330379746828,0.23038182692307693
43,MC Paulin da Capital,Quebradas,3LwdDMldO8zXz5jgVTQbvR,68,Ostentacao,2021,0.762,0.714,9,-2.436,0,0.219,0.146,0.0,0.0415,0.558,112.985,250588,5,2.0811633613445375,0.26425843949044586
44,KayBlack,Vestido da Fendi,0pZIBIJ253pH9gJtXE0Ouf,67,Ostentacao,2021,0.844,0.363,3,-11.099,0,0.442,0.0957,0.0,0.115,0.626,118.096,164204,4,1.9953888750000004,0.25421742946708464
45,DJ Lg do Sf,Tropa Do Mantem,4CgdMS61cyaH5zBFTEWf92,66,Ostentacao,2021,0.77,0.748,1,-6.584,0,0.0827,0.389,7.97e-05,0.212,0.806,86.62,170538,5,2.782018103448275,0.34675014830508477
46,MC Luan da BS,Privilégio,2ASs0n7ukfyxAxDtdir4vF,63,Ostentacao,2020,0.567,0.645,3,-1.842,0,0.0817,0.623,0.00294,0.0822,0.888,85.107,151384,5,2.862988076923077,0.35624938679245277
47,MC Menor da VG,Conto do Pescador,1BzO0NHexP6WGxJq7nGhWz,65,Ostentacao,2020,0.651,0.58,9,-3.364,1,0.0811,0.312,0.0,0.0829,0.934,130.112,191000,4,2.0629028571428574,0.25795682926829266
48,Racionais MC's,Negro Drama,3ytXzEJFeVydFfmUhHvti8,65,Ostentacao,2002,0.858,0.733,7,-7.292,0,0.305,0.275,0.0,0.152,0.801,157.38,411867,4,1.5221405204460965,0.19062299256505574
49,Mc Livinho,Ela é Espetacular (Mulher Kama Sutra 2),0x0V1IID2Sj902k6LzuWds,64,Ostentacao,2021,0.904,0.713,10,-0.623,1,0.0892,0.641,0.0,0.124,0.77,130.023,216000,4,1.8342523478260866,0.23078984815618217
50,MC Ryan SP,"Revoada do Tubarão 2 (feat. Mc Davi, Mc PP da VS, Mc Pedrinho, Mc Dricka, Mc Lbx, Mc Kevin, Salvador Da Rima, Ferrugem, MC Kevinho, Gaab)",5Dcb2W1UpzVFQuyzxpqZaB,63,Ostentacao,2021,0.829,0.767,9,-3.164,0,0.0892,0.167,0.0,0.322,0.643,94.897,591158,4,2.496095319148936,0.3171035698924732
51,Mc Gw,Ritmo Mexicano,0SEq5iH5GdLdu4LBf9CzOW,54,Ostentacao,2017,0.687,0.872,10,-3.013,0,0.0983,0.125,0.00839,0.0906,0.706,179.991,190354,4,1.3237974166666668,0.16654265560165976
52,MC Ryan SP,Aliança,0UbpJ2jRYTSHRy61viIC61,61,Ostentacao,2022,0.58,0.596,4,-3.999,0,0.251,0.452,0.0,0.227,0.531,119.837,318667,5,2.1545282876712326,0.27155893470790377
53,MC Kevinho,Senta com Amor,1kjMT9xY7fsPCbOY9glt96,59,Ostentacao,2021,0.86,0.821,6,-2.776,0,0.0599,0.135,0.0,0.0134,0.885,131.886,158000,4,1.839656987951807,0.22860342261904765
54,Mc Lipi,Anota Aí,0unjURnhsUVgVAUtNxyr8j,65,Ostentacao,2021,0.773,0.641,6,-3.148,1,0.301,0.0949,1.08e-06,0.107,0.712,85.117,223059,4,2.8389984210526316,0.3517690938511327
55,MC MM,Só Quer Vrau,0DbNuTBlJ5ixoDdHZ523DT,51,Ostentacao,2018,0.673,0.76,2,-6.847,1,0.186,0.111,0.00169,0.15,0.934,150.225,160667,4,1.6600154838709678,0.20926002673796792
56,Mc IG,3 Dias Virado,7DROtyR6IMNifyZmyksyE7,60,Ostentacao,2017,0.823,0.474,2,-9.289,0,0.0503,0.0202,0.0,0.201,0.833,95.05,207158,4,2.5304128395061727,0.3153741590214067
57,Mc Bruninho da Praia,Giro dos Artistas,0Pjd5h1ZOSyhSwZrDeCIXg,65,Ostentacao,2021,0.737,0.484,0,-7.767,0,0.309,0.331,0.0,0.191,0.826,113.757,338824,5,2.1098311392405065,0.26442540157480315
58,MC G15,Cara Bacana,1RljKrmC3uVtuP8w0RW2xk,54,Ostentacao,2017,0.599,0.512,4,-2.578,1,0.0644,0.0711,0.0,0.0816,0.726,87.891,232727,5,2.336602765957447,0.29509318181818184
59,MC Hariel,Ilusão (Cracolândia),6WXglvTFRmjlHHhgjYMNif,63,Ostentacao,2020,0.628,0.624,9,-7.968,0,0.254,0.112,0.0,0.197,0.47,159.646,324000,4,1.5025759345794392,0.1878268451688009
60,Mc Don Juan,Tô Tranquilão,7xAz4U14QyJHxHFhQWJSpe,44,Ostentacao,2022,0.895,0.356,5,-4.965,0,0.298,0.734,6.76e-05,0.127,0.702,113.296,163765,5,2.094001466666667,0.2668506375838926
61,MC Kevinho,Encaixa,6VXpxDMdPfMrFF8UmZRm87,52,Ostentacao,2017,0.67,0.789,7,-4.629,1,0.286,0.351,0.0,0.121,0.866,164.523,169365,4,1.4324117094017095,0.18139282937365012
62,MC Maneirinho,Debochando da Mídia,24cOHkrtGGQmKvA8R9BNin,63,Ostentacao,2020,0.571,0.721,1,-5.383,0,0.102,0.0221,2.77e-06,0.112,0.117,199.859,201600,4,1.2035591875000002,0.15029498452012383
63,MC Kevinho,Papum,0meYgE9n532T2GxRIQ4FFg,48,Ostentacao,2018,0.731,0.752,7,-5.109,1,0.174,0.286,0.0,0.0548,0.782,129.717,139981,4,1.8730774647887327,0.23323076655052263
64,Mc Livinho,Hoje Eu Vou Parar Na Gaiola,2u2T2sB5Geli45Wh7r4lhr,59,Ostentacao,2018,0.65,0.361,2,-7.153,1,0.404,0.0327,0.0,0.0978,0.844,89.809,177094,4,2.679068679245284,0.33398481481481485
65,MC Ryan SP,Swing de Morro,0Bl8lSsNsJ6fx2cAqJ0vVC,52,Ostentacao,2022,0.746,0.623,11,-6.036,0,0.0835,0.13,0.0,0.114,0.864,147.099,313469,4,1.6241214062500002,0.2040738772845953
66,Mc Don Juan,Passar de Foguetão 2 - Ao vivo,3f5F25eNQqkM4KOwN0Cwx2,66,Ostentacao,2021,0.719,0.289,7,-15.032,0,0.447,0.349,0.0,0.327,0.329,95.059,297187,4,2.5160679310344833,0.31958653260869563
67,Mc Don Juan,Bota o Bundão pra Trabalhar (feat. MC Ryan SP e DJ 900),0cFBUnJD1RIyk7BaNKXkJW,43,Ostentacao,2022,0.793,0.536,5,-7.753,0,0.0744,0.582,0.0,0.314,0.532,130.066,194308,4,1.850115436893204,0.23070633971291865
68,Mc Lele JP,Imbatível,2OD75xL8ZnJo5mOcB6N2nz,63,Ostentacao,2021,0.799,0.561,6,-7.775,1,0.0696,0.588,1.73e-05,0.155,0.564,89.986,222833,4,2.663782098765432,0.33290714723926385
69,Mc Th,Vai Pega Nunca,2MmgRfp3WhCirNjZNtGxh8,60,Ostentacao,2021,0.935,0.535,0,-3.179,1,0.138,0.0979,2.4e-05,0.0724,0.366,129.913,184615,4,1.8347786458333335,0.23075857142857142
70,MC Ryan SP,Ciúmes,0BefNxXD09wJy0pkerQQik,47,Ostentacao,2022,0.693,0.707,8,-6.132,1,0.123,0.0757,0.0,0.105,0.699,152.96,269804,4,1.5616098255813955,0.1963431341107872
71,Gaab,Gucci,3mROK2DJuXWaNkoNDhIQjK,48,Ostentacao,2022,0.484,0.531,9,-5.827,0,0.313,0.225,0.0,0.209,0.342,66.328,276471,5,1.9367787234042553,0.243065176056338
72,MC Joãozinho VT,Jogador Caro,21UvsHOodaGlaM1QWzt4YZ,64,Ostentacao,2021,0.807,0.577,11,-2.645,0,0.106,0.593,0.000273,0.102,0.592,163.875,175610,4,1.4536716964285714,0.18294086859688194
73,Dfideliz,Progresso,0tLRlU39HHqJ2BX4DN4qnm,68,Ostentacao,2022,0.881,0.57,3,-9.515,0,0.296,0.422,0.0,0.0931,0.794,122.008,161311,4,1.9612004938271608,0.24615718654434254
74,MC Ryan SP,Maquiagem,3k22HBejoET7c3DroFT84f,47,Ostentacao,2022,0.803,0.554,4,-8.72,0,0.0544,0.0958,0.0,0.0966,0.579,145.068,145655,4,1.6528516091954024,0.20718247863247866
75,MC Ryan SP,Terra que Ninguém Pisa,50SMqGjBxuN3CXlifTbmAB,48,Ostentacao,2022,0.632,0.739,2,-6.267,0,0.0513,0.425,0.0,0.318,0.937,160.002,185064,4,1.496331,0.18747180124223603
76,KayBlack,Vivências,76PSvY34ovx8MVJL9wHAXS,63,Ostentacao,2021,0.787,0.314,0,-11.691,0,0.0575,0.214,0.0,0.0968,0.758,115.03,167115,4,2.0808261538461537,0.26101221518987344
77,MC Kevinho,O Bebê,15YEYgT0kDso9gwOcJFAmV,53,Ostentacao,2018,0.81,0.746,6,-3.789,0,0.146,0.237,0.0,0.262,0.794,165.032,178119,4,1.4366837398373986,0.18187014344262298
78,MC Kevinho,Tumbalatum,3Jf7yOgheeCMN3mpCqSgaL,51,Ostentacao,2016,0.969,0.752,5,-1.665,1,0.271,0.59,4.33e-06,0.0608,0.872,130.038,123018,4,1.8534517187500001,0.2310008269230769
79,Racionais MC's,Jesus Chorou,5wZUvwWGKaZ6NG8yckZcTM,63,Ostentacao,2002,0.796,0.824,11,-5.448,0,0.355,0.155,2.47e-05,0.355,0.75,167.926,471253,4,1.4260441641337385,0.17871257023538345
80,Mc Don Juan,Preta do Cabelo Cacheado,0Ve3XWcrsgy90xo0UL2syx,59,Ostentacao,2021,0.795,0.53,1,-5.579,0,0.0782,0.465,0.000405,0.0581,0.834,159.965,161730,4,1.4926516346153846,0.18753132211538462
81,Salvador Da Rima,Vergonha pra Midia,5JsxHA8NttHWThpTCToK1J,61,Ostentacao,2020,0.814,0.671,0,-6.813,1,0.297,0.219,0.0,0.0736,0.593,83.944,385357,4,2.8595417424242426,0.35957445283018863
82,MC Kevinho,Rabiola,4ElQE5JDPUuESlyHCHNOXA,50,Ostentacao,2017,0.718,0.54,9,-8.544,1,0.0789,0.158,0.0,0.0989,0.73,94.991,175661,4,2.506191323529412,0.3183224632352941
83,DJ BOY,Coração Gelado 2,770dThFIyI1l6ovcxxeUW2,64,Ostentacao,2021,0.841,0.592,11,-1.469,0,0.155,0.263,0.0,0.0865,0.563,164.039,421463,4,1.4597372857142858,0.18312578194816803
84,MC Kekel,O Pai Tá On - É Hoje Que o Neymar Embraza,48XPZuyUlTLAx7rQXxnPAi,49,Ostentacao,2020,0.827,0.391,0,-7.73,0,0.177,0.186,0.0,0.0842,0.787,150.09,120000,4,1.610935915492958,0.1999474652777778
85,MC Ryan SP,Tchau Obrigado,47OSM2U3bRS1cFDc26TpKw,68,Ostentacao,2021,0.806,0.595,10,-3.628,0,0.575,0.679,0.0,0.083,0.645,113.11,350118,5,2.099247901234568,0.2651322706065319
86,Racionais MC's,Diário de um Detento,7wglwZzZoWUr8sOECwpu6L,62,Ostentacao,1997,0.903,0.526,10,-10.069,0,0.334,0.603,0.0,0.0973,0.766,87.005,451000,4,2.7639766049382715,0.3449886656441718
87,MC Kevinho,Corpo sensual,5Rg8SptHd3tESvn4fzAV3i,44,Ostentacao,2020,0.702,0.662,4,-4.748,1,0.208,0.396,6.19e-06,0.137,0.607,194.001,175479,4,1.2353360583941606,0.15469778584392016
88,Gaab,Tem Café,6EfnotM8sRsjXEsOgtZbCG,61,Ostentacao,2017,0.63,0.415,0,-13.398,1,0.394,0.0348,0.0,0.0878,0.285,113.043,262734,5,1.825640070422535,0.23301031305903397
89,Racionais MC's,A Vida É Desafio,4mZu6NuOntvYZqCZPrxTqT,61,Ostentacao,2002,0.702,0.918,0,-5.352,1,0.416,0.81,0.0,0.203,0.555,151.42,433200,4,1.588103051470588,0.1984602749770852
90,Mc Don Juan,Amar Amei,3vqZC9Pp8ft72lkD6oauJl,54,Ostentacao,2017,0.675,0.493,1,-5.197,0,0.0793,0.486,0.0,0.0774,0.816,129.844,217846,4,2.168039595959596,0.27277540201005024
91,Mc Don Juan,Passar de Foguetão,5qoyC8lcuuQ7s7QmtvLDiV,63,Ostentacao,2021,0.635,0.352,2,-9.109,1,0.464,0.613,0.0,0.101,0.151,97.518,247579,4,2.2552913888888892,0.2820767050691244
92,MC Kevinho,Ta Tum Tum,6etab3UBCo5GOTMZqUvRka,54,Ostentacao,2018,0.746,0.683,1,-7.094,1,0.136,0.26,2.85e-06,0.0931,0.748,174.152,164157,4,1.3643768695652172,0.17243546840958604
93,MC L da Vinte,Tanto Faz,4iEGCa4JYv16aSp05SxXwn,57,Ostentacao,2020,0.83,0.487,4,-0.78,0,0.0964,0.339,1.9e-06,0.0823,0.694,86.671,149538,3,2.092666571428571,0.34652149532710275
94,DJ Matt D,Tipo Gringa,3oxk3UVbKJiPcPokw9h64D,61,Ostentacao,2021,0.712,0.594,9,-6.321,1,0.448,0.0138,0.0,0.191,0.742,144.307,114144,4,1.6497828358208957,0.20793850746268655
95,MC Meno K,Vou Te Botar,3O9i9fpKuzebZezXUwJh69,56,Ostentacao,2021,0.888,0.44,11,-10.127,0,0.0995,0.422,0.0129,0.111,0.517,130.092,185320,4,1.8581634042553195,0.23046867187499998
96,Mc Lipi,Bem Melhor,14SljsjDUvcK8xLAJrR7qW,62,Ostentacao,2021,0.815,0.706,11,-3.844,0,0.0554,0.0422,0.0,0.256,0.621,120.011,197000,4,1.9901838144329898,0.2500467866323907
97,Mc Livinho,Se Prepara 2,4ho6IyVZ0TilPf7ctKd84D,57,Ostentacao,2019,0.785,0.453,8,-8.969,0,0.455,0.106,3.78e-06,0.106,0.362,134.642,147336,4,1.78263756097561,0.22316303951367783
98,Mc Livinho,Cheia de Marra,4k1IrLxPtGF2qdSSFV5Ghw,54,Ostentacao,2016,0.556,0.491,8,-7.458,0,0.275,0.641,0.00149,0.303,0.529,77.443,267050,5,2.5663826213592236,0.31798742788461537
99,Kawe,Iluminado,3Y3LVTjdbZ35hGLhvYJxAq,60,Ostentacao,2020,0.6,0.528,6,-7.713,0,0.434,0.0232,0.000962,0.0998,0.0847,120.115,200625,4,1.5841095161290324,0.19943319277108437
100,Kawe,Portugal,1tLBXifMqnSqLZrk1Rsl8n,59,Ostentacao,2019,0.846,0.441,9,-9.539,0,0.0796,0.784,0.0,0.111,0.598,113.018,216643,4,2.1345636363636364,0.26569456359102245
101,Mc Leozin,Maldita de Ex,6Diq6oBnDVzsrNcRllXRbM,60,Ostentacao,2019,0.811,0.583,6,-0.969,0,0.0306,0.194,0.000256,0.0685,0.673,133.054,164258,4,1.8045645454545451,0.22558214084507042
102,Mc Paiva ZS,Elas Gosta,7dCju1v3CIGOX4yod5CYjy,64,Ostentacao,2021,0.858,0.626,5,-2.949,0,0.0924,0.341,7.19e-06,0.0928,0.39,130.005,143077,4,1.850375263157895,0.23150365259740258
103,Cidinho,Rap Das Armas - Lucana Video Edit,7iXIJPuioCdHeLHuTjuTHa,30,Ostentacao,2009,0.772,0.967,7,-4.172,1,0.0821,0.125,2.34e-05,0.314,0.875,127.99,206021,4,1.845614144144144,0.2342191314285714
104,Mc Rd,Piui Tic Tac Camisinha de Chocolate,2aMF3nO14nw77EMDg0spS3,67,Ostentacao,2022,0.94,0.647,7,-5.799,1,0.0862,0.531,6.1e-06,0.124,0.969,130.037,160055,4,1.8191494186046513,0.23078860058309036
105,Mc Pedrinho,Bumbum Bate,6hFERL2sg92Y9IfH9nwpcL,57,Ostentacao,2017,0.852,0.653,8,-4.729,1,0.102,0.51,4.3e-06,0.059,0.947,94.991,180048,4,2.4993295714285715,0.3169576785714286
106,Mc Maromba,Morena Tatuada,16DRaaSfnkw5MuKPUNmpme,40,Ostentacao,2019,0.715,0.403,6,-5.16,1,0.198,0.11,0.0,0.0644,0.424,132.919,173296,4,2.0119895238095236,0.2551711721068249
107,MC Marks,Fé no pobre louco,0e4wC7k1gI5g7bJoVSHRic,60,Ostentacao,2020,0.609,0.735,3,-3.441,0,0.164,0.446,1.05e-06,0.119,0.215,199.525,177600,4,1.1903301388888887,0.1503497386759582
108,Mc Don Juan,Então Joga,1Qt8wL1hGNLiSYX9xlg0iV,61,Ostentacao,2016,0.678,0.609,7,-7.408,1,0.419,0.201,1.05e-05,0.275,0.516,129.849,157037,4,2.177138873239437,0.271870259965338
109,MC L da Vinte,Tu Sentando,3dOlPBzDzUod6wCbLlwtSt,58,Ostentacao,2021,0.728,0.288,8,-11.12,0,0.278,0.277,0.0,0.0914,0.624,129.832,159230,4,1.865996790123457,0.2324222492401216
110,MC Ryan SP,Google da Minha Vida,456hS1uLvaApIdoMyqg9e4,65,Ostentacao,2021,0.661,0.583,7,-5.988,0,0.158,0.546,0.0,0.129,0.428,93.759,137872,4,2.5296598113207542,0.3211065727699531
111,Racionais MC's,Da Ponte pra Cá,77ZXEJcwC7r4gfodNwERJz,61,Ostentacao,2002,0.742,0.728,10,-5.563,0,0.608,0.107,0.0,0.0848,0.695,79.921,527360,4,2.996905257142858,0.380170686416185
112,MC Neguinho do Kaxeta,Louco e Sonhador,6hdBsNsVESpjbnVClbUa3y,61,Ostentacao,2021,0.599,0.562,1,-4.334,0,0.106,0.143,0.0,0.131,0.173,95.901,223951,4,2.3245991111111115,0.29438518005540165
113,Mc Th,Deixa,4zZ2rPOa8itw3VuusVSicv,60,Ostentacao,2019,0.712,0.638,3,-4.551,0,0.181,0.3,0.0,0.0929,0.887,94.828,161684,4,2.5022721875,0.3160961568627451
114,Nego do Borel,Me Solta,5nqehpNGoRAz4wUFK3wT9k,46,Ostentacao,2018,0.66,0.958,9,-5.406,1,0.239,0.191,0.0,0.125,0.484,144.64,161096,4,1.645503125,0.2080533420365535
