,artist_name,track_name,track_id,popularity,genre,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,beat_duration,tatum_duration
497,Bad Bunny,La Santa,69vlMrzHwATKzupwNcUPyK,86,Reggaeton,2020,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,206420,4,2.563521625,0.32245949843260185
498,Daddy Yankee,X ÚLTIMA VEZ,48AJSd42lXpicsGqcgopof,89,Reggaeton,2022,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,192477,4,2.621404246575343,0.332191384083045
499,J Balvin,Que Locura,1ZDHpwmkTHDeqNlqiyiCwB,2,Reggaeton,2022,0.789,0.802,0,-5.818,0,0.0577,0.22,3.44e-05,0.189,0.765,112.962,199120,4,2.123961956521739,0.26620222222222223
500,J Balvin,Sigue,0bBPI9xup3dpq47WgZhBvb,3,Reggaeton,2022,0.889,0.641,7,-4.494,1,0.0668,0.0515,2.75e-05,0.19,0.588,87.99,159387,4,2.752656964285714,0.3410038864628821
501,J Balvin,Ay Vamos,7lA1E9Z5lTOO5YiLfXzHDP,0,Reggaeton,2022,0.718,0.711,8,-5.746,0,0.11,0.157,5.52e-05,0.1,0.92,173.916,226413,4,1.3804734567901233,0.17228998463901687
502,J Balvin,Ginza,6nmDwqRCoj8qLSsIlwS0al,0,Reggaeton,2022,0.749,0.815,5,-6.381,0,0.083,0.228,0.00117,0.0838,0.866,102.218,171093,4,2.32921014084507,0.2935673776223776
503,J Balvin,Sin Compromiso,5CsvDqub7DalTKe2FmchpX,0,Reggaeton,2022,0.774,0.914,7,-4.739,1,0.159,0.193,0.0,0.427,0.816,98.031,189027,4,2.429742987012987,0.3068198045602606
504,J Balvin,Mami,7bpxw89Pe0zEMWIlNYbdGX,0,Reggaeton,2022,0.727,0.776,10,-5.135,0,0.252,0.0785,0.0,0.692,0.924,171.874,187187,4,1.3798155639097744,0.17445487712665406
505,J Balvin,In Da Getto,3xhf6b5Lw3nmyVc9DaKucE,1,Reggaeton,2022,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,130667,4,1.8691523529411764,0.23627125000000002
506,J Balvin,Safari,1r2aYQeZA1ojcekoeqdE66,1,Reggaeton,2022,0.689,0.675,0,-4.281,1,0.32,0.531,3.17e-06,0.115,0.604,180.077,205600,4,1.4084885416666666,0.17663739583333335
507,J Balvin,Reggaeton,4851nLdqZwq13zpkQeB1Td,1,Reggaeton,2022,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.062,158800,4,1.3671334210526318,0.1716923903508772
508,J Balvin,Vestido,0Kt9nMc9zVXwogtIUCBEqp,0,Reggaeton,2022,0.851,0.683,5,-5.353,0,0.12,0.319,2.5e-05,0.105,0.771,87.979,186453,4,2.701149705882353,0.3408265201465201
509,Bad Bunny,Callaita,2TH65lNHgvLxCKXM3apjxI,82,Reggaeton,2019,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,1.358663661202186,0.17077484931506848
510,Bad Bunny,Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,82,Reggaeton,2020,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,170972,4,1.8200810752688175,0.2304988888888889
511,Bad Bunny,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,87,Reggaeton,2020,0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,175918,4,2.619242878787879,0.32617606741573035
512,Bad Bunny,DÁKITI,47EiUVwUp4C9fGccaPuUCS,82,Reggaeton,2020,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4,2.166180430107527,0.27223438172043013
513,Rvssian,Nostálgico,2BEcap3xJtmiPaHKyfQi4e,85,Reggaeton,2021,0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,209884,4,2.463674756097561,0.30609758208955223
514,Zion & Lennox,Yo Voy (feat. Daddy Yankee),5gflgO9EPbIBf16n5TKnQS,86,Reggaeton,2004,0.808,0.697,10,-5.899,1,0.241,0.041,0.0,0.0546,0.554,95.06,232020,4,2.5376616483516488,0.31481641304347824
515,Bad Bunny,Safaera,2DEZmgHKAvm41k4J3R2E9Y,81,Reggaeton,2020,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,295177,4,2.2511568461538465,0.28175484674329504
516,Bad Bunny,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,82,Reggaeton,2020,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,203201,4,2.8794392753623193,0.3667919565217391
517,Bad Bunny,TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,82,Reggaeton,2020,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,130014,4,2.5926495744680853,0.3258210416666667
518,Daddy Yankee,La Rompe Corazones,79ReVZJcMg8vgI85DL4Zb9,0,Reggaeton,2022,0.686,0.859,5,-2.595,0,0.0553,0.118,0.0,0.317,0.891,176.018,204520,4,1.3541616438356165,0.17039522336769758
519,Daddy Yankee,Limbo,02if8nO3zkQ2S5HXmq3k7q,2,Reggaeton,2022,0.805,0.878,7,-3.826,1,0.0864,0.0754,0.00329,0.0656,0.922,124.994,224800,4,1.923999051724138,0.23997627408993577
520,Daddy Yankee,Con Calma,6jun05DS3qJTGhboMZ723E,5,Reggaeton,2022,0.737,0.86,8,-2.652,0,0.0594,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,2.543878513513514,0.32012302013422816
521,KAROL G,SEJODIOTO,704LUEih663hiE3CnyUrFW,82,Reggaeton,2021,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,4,1.3404241221374045,0.17053027027027026
522,Bad Bunny,La Difícil,6NfrH0ANGmgBXyxgV2PeXt,81,Reggaeton,2020,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,163084,4,1.3307308333333332,0.1666865
523,Bad Bunny,Si Estuviésemos Juntos,35wvL50xvKpCHEJPxLOLPI,83,Reggaeton,2018,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4,1.3916278151260506,0.174300375
524,Blessd,Medallo,6lX6l7OuA3qrnIRfdsr0dw,88,Reggaeton,2021,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,4,2.6227141379310344,0.3325424855491329
525,Bad Bunny,Una Vez,5J7teKIJGtqVypgYI6sqXj,83,Reggaeton,2020,0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,232496,4,2.9200824675324673,0.3665573717948718
526,Jhay Cortez,CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC,80,Reggaeton,2020,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,227520,4,2.5661856818181814,0.3225540625
527,Mora,Volando - Remix,0G2zPzWqVjR68iNPmx2TBe,85,Reggaeton,2021,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,4,1.549249375,0.19503567142857142
528,Bad Bunny,La Zona,5kqNIqFjijuzvVLhuY9B8j,84,Reggaeton,2020,0.762,0.801,1,-3.661,0,0.0409,0.2,7.04e-05,0.254,0.81,93.992,136893,4,2.4931043396226413,0.3192540669856459
529,KAROL G,Casi Nada,6W9UaxhwzN99XD3bEMU1o9,2,Reggaeton,2022,0.734,0.848,1,-2.756,0,0.0362,0.121,4.74e-05,0.0993,0.591,98.059,219027,4,2.4299621590909086,0.3065635593220339
530,KAROL G,Punto G,1PZScpxczuLOZKu0zoUnPC,2,Reggaeton,2022,0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000125,0.125,0.903,165.994,183160,4,1.4278039999999999,0.18065915322580647
531,KAROL G,Don't Be Shy,0DQEm9CRL4R6qxrfvhuUGl,0,Reggaeton,2022,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,140500,4,2.01824044117647,0.25043076086956517
532,Bad Bunny,Yo Perreo Sola,0SqqAgdovOE24BzxIClpjw,78,Reggaeton,2020,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,172127,4,2.484043823529412,0.3094646545454545
533,KAROL G,Créeme,0B4MYhSq48kdbQz8onR6L0,0,Reggaeton,2022,0.714,0.874,6,-3.576,1,0.0549,0.128,0.000146,0.105,0.648,96.998,214293,4,2.4573308235294116,0.309967197640118
534,Nio Garcia,AM Remix,05bfbizlM5AX6Mf1RRyMho,82,Reggaeton,2021,0.743,0.655,6,-5.015,0,0.159,0.114,0.0,0.0764,0.785,172.031,261335,4,1.3692685638297875,0.17443345945945946
535,Bad Bunny,Vete,5DxXgozhkPLgrbKFY91w0c,79,Reggaeton,2019,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,4,2.59211301369863,0.32631357388316146
536,KAROL G,EL MAKINON,2FSGUA0gFgGeQdprjtGM2M,80,Reggaeton,2021,0.635,0.706,5,-3.224,0,0.125,0.256,0.0,0.108,0.443,88.863,209160,4,2.7139664473684206,0.34145236842105264
537,Jay Wheeler,La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,82,Reggaeton,2020,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,219048,4,2.65517987654321,0.3330424464831805
538,J Balvin,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,78,Reggaeton,2019,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4,2.5168625287356323,0.322944486803519
539,Jhay Cortez,No Me Conoce - Remix,4R8BJggjosTswLxtkw8V7P,79,Reggaeton,2019,0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120,4,2.5453360169491526,0.3265094372294372
540,Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,77,Reggaeton,2018,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,2.4158070930232554,0.30911163204747777
541,Bad Bunny,Diles,6C1RD7YQVvt3YQj0CmuTeu,82,Reggaeton,2016,0.813,0.56,2,-5.904,0,0.0618,0.108,0.0,0.268,0.287,118.033,286041,4,2.0482629197080295,0.25464762162162163
542,Dímelo Flow,Se Le Ve,5W1qmxHrMlQGGAiFA3ZQqP,84,Reggaeton,2021,0.562,0.755,7,-4.367,0,0.112,0.0967,2.25e-05,0.143,0.609,83.997,277693,4,2.3485727586206893,0.2949782937365011
543,Bad Bunny,Bichiyal,4j4w4CXm6BSr0s25wAWrrX,78,Reggaeton,2020,0.737,0.766,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956,196500,4,2.553954210526316,0.3193289508196721
544,Daddy Yankee,Gasolina,228BxWXUYQPJrJYHDLOHkj,80,Reggaeton,2004,0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,192600,4,2.459341818181818,0.31251035830618895
545,Alejo,Pantysito,4srcMdbm2qzVG98tJajHxp,86,Reggaeton,2022,0.83,0.739,7,-5.395,0,0.0627,0.136,2.11e-06,0.162,0.631,97.993,240413,4,2.4488972164948453,0.3061150128534704
546,Jhay Cortez,Sensual Bebé,1xqbfjRuUw0ot43wgBuVkt,79,Reggaeton,2022,0.776,0.629,0,-6.09,1,0.0505,0.0268,0.0,0.114,0.104,97.066,209147,4,2.4870959756097566,0.3101678851963746
547,Bad Bunny,La Romana,1khmgu0pveJbkbpbkyvcQv,74,Reggaeton,2018,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4,1.880310443037975,0.23693049284578696
548,Maluma,Sobrio,4HzqWEdAbzcVFDv0pvxV4w,83,Reggaeton,2021,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,4,1.348613287671233,0.1685603242320819
549,J Balvin,Una Nota,7iqOIHHEmu6Vhw25GgQ2eA,79,Reggaeton,2021,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760,4,1.3129713953488373,0.16699684313725488
550,Bad Bunny,TE DESEO LO MEJOR,23XjN1s3DZC8Q9ZwuorYY4,78,Reggaeton,2020,0.763,0.597,1,-5.054,1,0.0416,0.158,1.83e-05,0.111,0.194,126.054,139576,4,1.8876579166666667,0.23763916666666665
551,Bad Bunny,BOOKER T,26w9NTiE9NGjW1ZvIOd1So,78,Reggaeton,2020,0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903,156430,4,2.090921369863014,0.26441277210884356
552,Yandel,CANCIÓN CON YANDEL,3pm4XtcsRIFFtH2UErk62R,77,Reggaeton,2020,0.75,0.741,9,-4.43,1,0.402,0.447,0.0,0.121,0.495,79.968,209180,4,2.9870649275362315,0.3775782608695652
553,Bad Bunny,ANTES QUE SE ACABE,7kjEqI6eZ7YlFrGhxixnlN,77,Reggaeton,2020,0.693,0.549,2,-6.098,1,0.0577,0.505,4.73e-05,0.324,0.473,139.988,221187,4,1.721270472440945,0.2147323483365949
554,Nio Garcia,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,77,Reggaeton,2018,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,2.465083452380952,0.31090517138599105
555,Justin Quiles,La pared 360,4FcaSldo7ueprkcUFvrn1B,0,Reggaeton,2022,0.776,0.72,2,-4.681,0,0.151,0.231,0.0,0.147,0.829,168.273,152596,4,1.4320899038461539,0.17851618483412324
556,KAROL G,Tusa,7k4t7uLgtOxPwTpFmtJNTY,78,Reggaeton,2019,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,2.3657612048192767,0.29666223880597015
557,Jhay Cortez,Ley Seca,7uMPucLwbs7j6fX7Ucwx5X,0,Reggaeton,2022,0.754,0.847,8,-3.731,1,0.0926,0.127,0.0,0.174,0.546,104.973,263653,4,2.228257094017094,0.28522004357298475
558,Jhay Cortez,Cuando Bebe,7nX9A7iWCsyuSyitGHmy3h,0,Reggaeton,2022,0.82,0.722,1,-3.736,0,0.056,0.0705,0.0,0.0851,0.797,98.016,253747,4,2.4308339603960394,0.30619731527093597
559,Daddy Yankee,RUMBATÓN,3XjN0mvFkQp1FMVM9Ro5hm,84,Reggaeton,2022,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,248769,4,2.5407645833333334,0.31591935732647813
560,Becky G,Shower,3DmW6y7wTEYHJZlLo1r6XJ,78,Reggaeton,2014,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167,4,1.9994017,0.2500551851851852
561,Feid,FUMETEO,6NdyKGRaQwvtjCQbcvuZKa,2,Reggaeton,2022,0.781,0.786,4,-4.432,0,0.0441,0.0594,0.0,0.103,0.588,93.987,135120,4,2.5169298076923075,0.31918307692307696
562,Feid,CHIMBITA,7CVjrPpkI9Uwb29BbmyMAX,3,Reggaeton,2022,0.683,0.673,1,-4.434,0,0.2,0.14,1.02e-06,0.109,0.507,185.942,156533,4,1.2866965546218485,0.16152939330543933
563,Feid,badwine - Remix,56c7fP1PLQjWEayx3gaHM9,1,Reggaeton,2022,0.732,0.708,1,-6.659,1,0.167,0.473,0.00422,0.112,0.722,186.003,154840,4,1.2938725641025641,0.16139866242038217
564,Feid,PORFA,0eciwmymtLVnMbsw6XWwYY,0,Reggaeton,2022,0.843,0.549,6,-8.018,0,0.164,0.0948,0.0,0.155,0.542,83.982,233000,4,2.8670516249999998,0.35840573208722737
565,Feid,BORRAXXA,05uKGmb5rEcbXqSBXNPZjX,6,Reggaeton,2022,0.854,0.617,8,-5.251,1,0.0822,0.104,0.00207,0.0862,0.794,90.993,223480,4,2.5956540476190475,0.33035561194029855
566,Anuel AA,Secreto,5W83ErFkO3aKAIS1WMi6u0,75,Reggaeton,2019,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,2.60880381443299,0.32610936224489795
567,El Alfa,La Mamá de la Mamá,2L95U6syP0bV3fkYYOzmiW,73,Reggaeton,2021,0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,219000,4,1.8557355555555555,0.23047632135306553
568,J Balvin,UN DIA (ONE DAY) (Feat. Tainy),0EhpEsp4L0oRGM0vmeaN5e,77,Reggaeton,2020,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,232253,4,1.4274824375,0.1784233489096573
569,Don Omar,Dile,69Ej1xrGjOcHvIMtMKxK0G,77,Reggaeton,2003,0.817,0.714,4,-7.501,0,0.141,0.184,0.000132,0.042,0.714,94.001,204600,4,2.5488484810126577,0.31959539184952984
570,DEKKO,12x3,0HINQFSerZ6iMfSsaTO3G5,83,Reggaeton,2021,0.869,0.727,2,-4.956,1,0.121,0.00118,6.97e-05,0.183,0.613,93.989,159200,4,2.523048,0.3193586363636364
571,Bad Bunny,Soy Peor,1JxhrUWZjuI8AOjDJ1JpMN,75,Reggaeton,2016,0.808,0.611,0,-3.221,0,0.0663,0.683,0.00638,0.114,0.172,116.011,257384,4,2.0925223529411765,0.25943679089026916
572,Sebastian Yatra,Tacones Rojos,0Be7sopyKMv8Y8npsUkax2,85,Reggaeton,2021,0.748,0.856,11,-3.517,0,0.0348,0.0824,0.0,0.142,0.927,123.031,189320,4,1.9611940000000003,0.24386752604166664
573,Maluma,Hawái - Remix,0GzuHFG4Ql6DoyxFRnIk3F,72,Reggaeton,2020,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,200482,4,1.3285416891891892,0.16634160202360876
574,Sech,Borracho,0rsTDgGRlXKuzSAxcdb4Ns,78,Reggaeton,2021,0.787,0.748,8,-3.752,0,0.0797,0.571,0.0,0.214,0.703,93.006,219750,4,2.539818941176471,0.32218988200589976
575,Anuel AA,Hasta Que Dios Diga,06s3QtMJVXw1AJX3UfvZG1,76,Reggaeton,2020,0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021,246000,4,1.3813097159090908,0.1727029702970297
576,Bad Bunny,NI BIEN NI MAL,278kSqsZIiYp8p3QjYAqa8,75,Reggaeton,2018,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,1.86045753968254,0.23397045725646123
577,Bad Bunny,Soliá,7sOfmPd18RWp3FoCzpa7Kw,76,Reggaeton,2020,0.71,0.81,2,-5.507,1,0.0854,0.117,0.000132,0.154,0.184,92.041,159282,4,2.6134934482758623,0.3254381092436974
578,Maluma,Mojando Asientos (feat. Feid),0LKu09Iq053CEUZ5ktQEWc,79,Reggaeton,2022,0.773,0.767,7,-4.019,1,0.0819,0.0352,0.0,0.299,0.49,94.99,252162,4,2.5132419,0.3167287909319899
579,Tainy,Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq,75,Reggaeton,2019,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4,2.9891031460674156,0.37449536111111115
580,Bad Bunny,120,3KJ3opyV29269SXkPrc19l,80,Reggaeton,2020,0.636,0.656,2,-5.542,0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,151506,4,1.3800641284403672,0.17491150812064965
581,Anuel AA,Ella Quiere Beber - Remix,3f5lA8nnc4YYF1qf78WpHw,75,Reggaeton,2018,0.75,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.697,95.239,219357,4,2.518074,0.3147306451612903
582,Sebastian Yatra,Pareja Del Año,1lXzncVwVNBmUmKIjiJwJW,2,Reggaeton,2022,0.715,0.611,4,-5.094,0,0.0519,0.176,0.0,0.0949,0.776,79.971,195333,4,2.9592275,0.37727082031250003
583,Sebastian Yatra,Chica Ideal,5wJEaR65nyzpX2V1Evs7Ae,0,Reggaeton,2022,0.574,0.891,0,-3.665,0,0.157,0.0847,0.0,0.16,0.707,100.978,183240,4,2.403448108108108,0.30076331103678927
584,Sebastian Yatra,Vuelve,6jHNcPKUCmfy7nRkQ46sao,1,Reggaeton,2022,0.692,0.49,11,-6.077,1,0.0464,0.466,0.0,0.109,0.255,155.831,225213,4,1.5273165972222222,0.19223476603119583
585,Sebastian Yatra,TBT,3RYE6yKRRLWf9Typu8rNUI,0,Reggaeton,2022,0.706,0.845,11,-1.981,0,0.0801,0.0353,0.0,0.157,0.648,184.033,239147,4,1.2988085082872929,0.16300761707988978
586,Sebastian Yatra,Ya No Tiene Novio,2Dq9Pq2Vh7wur8DmzckBz5,0,Reggaeton,2022,0.632,0.832,7,-1.948,0,0.156,0.048,0.0,0.0705,0.783,182.193,198933,4,1.3094162162162162,0.16477228813559325
587,Sebastian Yatra,Delincuente,4s4uUBwgwgVSCfF7qz93sQ,3,Reggaeton,2022,0.82,0.674,7,-3.876,1,0.056,0.032,0.0,0.122,0.615,90.989,202427,4,2.654215466666667,0.32952351973684213
588,Sebastian Yatra,SUTRA,48ASjWsOohcWZ0d0LQCsk1,1,Reggaeton,2022,0.747,0.732,9,-3.24,1,0.145,0.0471,0.0,0.159,0.887,180.112,203853,4,1.3377755033557048,0.16666267441860463
589,Sech,Relación - Remix,35UUpTmrcFXNIVIN26ujXl,77,Reggaeton,2020,0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,247308,4,1.381352159090909,0.17466937142857145
590,Alex Rose,Toda Remix - Remix,47ZS1OjnJpJVfGN9yHXfMn,78,Reggaeton,2018,0.512,0.451,5,-7.222,0,0.131,0.161,0.0,0.0672,0.368,80.04,367680,4,2.5586297887323943,0.32389710479573713
591,Sebastian Yatra,Alguien Robo,4aPREM2fKvqeOzfhhWeAVZ,0,Reggaeton,2022,0.745,0.914,0,-2.667,1,0.0872,0.0976,0.0,0.222,0.686,92.983,223613,4,2.5273388372093026,0.32247168141592925
592,Sebastian Yatra,Traicionera,3CMQPcSZiv48icWGQgUg2c,0,Reggaeton,2022,0.779,0.675,11,-4.976,1,0.0485,0.138,0.0,0.105,0.63,91.006,230280,4,2.6534636904761904,0.3296983625730994
593,Sebastian Yatra,Falta Amor,0mUM8oMt0wymwSsDCCbimf,1,Reggaeton,2022,0.59,0.577,7,-7.357,1,0.0697,0.142,0.0,0.116,0.159,143.539,203760,4,1.6375559836065572,0.20894166666666666
594,Los Legendarios,Fiel,7Bk0uXKk1uPT0XuQbpFzvs,78,Reggaeton,2021,0.849,0.701,6,-4.407,0,0.06,0.407,0.0,0.112,0.505,98.005,261667,4,2.4413210576923077,0.3057972142857143
595,Ozuna,Solita,7rwX0O3RlxqqIjQM8evm5E,76,Reggaeton,2018,0.807,0.633,10,-6.016,0,0.0929,0.0564,0.0,0.107,0.325,138.038,311726,4,1.7461938418079097,0.21702869747899156
596,J Balvin,Qué Más Pues?,6hf0RpxTbOprT5nnwzkk8e,80,Reggaeton,2021,0.891,0.819,8,-3.964,1,0.106,0.0261,0.000354,0.173,0.768,101.968,217773,4,2.3488942857142856,0.2945326775956284
597,KAROL G,BICHOTA,7vrJn5hDSXRmdXoR30KgF1,76,Reggaeton,2020,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,178947,4,1.466548305084746,0.18293338235294118
598,Bad Bunny,Pero Ya No,75pQqzwgCjUOSSy5CpmAjy,75,Reggaeton,2020,0.882,0.612,4,-6.103,1,0.118,0.0475,5.07e-06,0.182,0.742,147.982,160638,4,1.6212792783505152,0.2027318320610687
599,Bad Bunny,Que Malo,53v2u51nq3CxiKUNphRzP1,76,Reggaeton,2020,0.802,0.787,7,-6.181,0,0.0599,0.0832,0.0,0.153,0.446,94.026,167975,4,2.533380153846154,0.3191585714285714
600,Ozuna,Baila Baila Baila - Remix,7mWFF4gPADjTQjC97CgFVt,76,Reggaeton,2019,0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,235284,4,2.4095361458333335,0.2995820413436693
601,Bad Bunny,Ignorantes,38RIEav39FGi86jppxO0du,74,Reggaeton,2020,0.85,0.536,1,-5.161,1,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,210607,4,2.4627476190476187,0.31243483483483486
602,J Balvin,UN PESO,7hynhxDoDpgMIV12JuVtNa,77,Reggaeton,2019,0.627,0.675,5,-7.125,0,0.213,0.125,0.0,0.0784,0.961,79.31,277107,4,3.054297,0.3828468611111111
603,Bad Bunny,25/8,4NqQaovM14WR2hNPMFxgjb,73,Reggaeton,2020,0.761,0.732,4,-5.469,0,0.0549,0.092,0.0,0.0716,0.542,151.982,243276,4,1.5789483660130719,0.19736928338762216
604,Plan B,Es un Secreto,0R7DSnSibvuE4PEHqUayqf,78,Reggaeton,2010,0.836,0.777,6,-5.376,0,0.0439,0.0951,1.68e-06,0.0561,0.504,94.977,190564,4,2.500406933333333,0.315726254180602
605,Mora,512,5jzEwSyyymBlf1fa1o39T2,79,Reggaeton,2021,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,4,2.7426969565217387,0.341617153024911
606,Anuel AA,China,2ksOAxtIxY8yElEWw8RhgK,76,Reggaeton,2019,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4,2.272537727272727,0.28562662878787876
607,Sech,911 - Remix,27RSJHEA99Y0Vsow7nA37A,78,Reggaeton,2021,0.816,0.71,7,-3.728,1,0.0398,0.165,0.0,0.292,0.784,93.02,208631,4,2.564254375,0.32262236760124613
608,Wisin,Fiel - Remix,43qcs9NpJhDxtG91zxFkj7,76,Reggaeton,2021,0.839,0.711,6,-4.733,0,0.0473,0.398,2.02e-06,0.118,0.573,97.99,349547,4,2.43006176056338,0.30597906690140847
609,KAROL G,PROVENZA,7dSZ6zGTQx66c2GF91xCrb,68,Reggaeton,2022,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,210200,4,2.1288319587628868,0.27028843750000003
610,Bad Bunny,HOY COBRÉ,0tjZv2hChdHZCW1zFXpy1J,72,Reggaeton,2020,0.86,0.725,11,-6.7,1,0.249,0.0464,9.1e-05,0.0994,0.375,145.001,162151,4,1.6639105263157896,0.20690776041666667
611,Maluma,Hawái,1yoMvmasuxZfqHEipJhRbp,77,Reggaeton,2020,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,199112,4,1.3080560666666667,0.16656079391891893
612,Bad Bunny,YO VISTO ASÍ,5fROvzNghPid8mbKNDYvpJ,73,Reggaeton,2020,0.688,0.881,7,-4.889,0,0.0474,0.0947,0.0,0.0804,0.677,123.013,191526,4,1.95145052631579,0.244045078125
613,Daddy Yankee,"Lo Que Pasó, Pasó",26QKsGW4hMuwiEE1ftUMHe,76,Reggaeton,2004,0.819,0.741,8,-6.538,0,0.0412,0.104,0.0,0.283,0.84,97.014,210933,4,2.474332142857143,0.30929464705882354
614,Lunay,Soltera - Remix,1c0hsvHLELX6y8qymnpLKL,74,Reggaeton,2019,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,266087,4,2.6407353535353533,0.32608440886699513
615,J Balvin,Mi Gente,4ipnJyDU3Lq15qBAYNqlqK,70,Reggaeton,2017,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,189440,4,2.2545140740740743,0.2862507453416149
